Episode,Cumulative
464,-405.8014799977551
465,-406.80466666442135
466,-407.8278533310854
467,-408.8511533310817
468,-407.85346666441484
469,-408.93220666440266
470,-410.27498666435457
471,-411.4796333309929
472,-412.5665933309815
473,-413.58441999764534
474,-412.81035999761326
475,-411.86282666427167
476,-410.8689733309374
477,-410.0062933309182
478,-409.0085266642512
479,-408.09211999757196
480,-407.10975333090244
481,-406.2549733308832
482,-407.25619999754963
483,-406.7134066641539
484,-407.95691999745435
485,-408.95882666412075
486,-409.96683333078624
487,-409.39747999739643
488,-408.4123199973947
489,-407.4782599973857
490,-408.6929799973517
491,-409.72304666401357
492,-410.75326666400804
493,-410.1210266639611
494,-411.3584866639282
495,-410.38775333059084
496,-409.447686663916
497,-408.6950133305503
498,-407.8503599971954
499,-406.8505599971954
500,-408.0915599971628
501,-407.2414733304734
502,-406.5022466637673
503,-405.9038266637121
504,-404.9433599970389
505,-404.0554066636879
506,-405.15096666367447
507,-406.1638666636727
508,-407.21078666366606
509,-408.21632666366514
510,-407.23633999699535
511,-406.28048666365595
512,-405.3303333303158
513,-404.71990666358874
514,-405.9122266635644
515,-404.9344399968941
516,-404.2601799968472
517,-403.3732933301626
518,-402.80497333010135
519,-403.98546666341315
520,-405.0458399967394
521,-406.31885999670055
522,-405.48965999667337
523,-404.5517799966643
524,-403.6165999966538
525,-402.7380399966355
526,-401.74363332996796
527,-400.79269999662733
528,-399.82051999662355
529,-398.86801999661606
530,-398.29921999655545
531,-399.324853329886
532,-400.4688133298623
533,-399.52055999652106
534,-398.7955533298159
535,-397.9158399964666
536,-399.2366933297502
537,-400.2437466630825
538,-401.3308199964018
539,-400.3379399964006
540,-401.6371799963552
541,-402.66568666301714
542,-403.6768933296819
543,-404.7023333296783
544,-405.7443133296718
545,-404.87309999631833
546,-404.11993332961595
547,-403.1242733296153
548,-402.2598066629283
549,-401.32697999625077
550,-400.3610666629124
551,-401.5215199962217
552,-400.824779996175
553,-401.98876666281774
554,-401.02400666281306
555,-400.3171599961074
556,-399.86965999602916
557,-399.15409332931904
558,-400.18225332931496
559,-399.20665999597844
560,-398.22901332930854
561,-397.2608799959706
562,-396.42595999594937
563,-397.44341999594735
564,-398.6367933292567
565,-397.6558866625873
566,-398.7883399959015
567,-399.81213999589824
568,-398.82767332922936
569,-397.8835133292227
570,-397.06756666253096
571,-398.1497866625181
572,-399.40759332915053
573,-400.468219995809
574,-399.6096533291219
575,-398.61230666245467
